fare_amount,distance_km,passenger_count,hour,weekday,month,is_peak,is_night,is_weekend,pickup_borough,dropoff_borough,cluster,segment_label,is_high_fare,pickup_latitude,pickup_longitude
11.3,1.8833565476069074,2,19,2,12,1,0,0,4,0,2,Budget,0,40.761936,-73.966272
7.3,2.7772705024462234,5,6,3,9,0,0,0,0,0,3,Standard,0,40.725035,-73.995295
3.7,1.0087218688251787,2,20,4,5,1,0,0,0,4,2,Budget,0,40.746064,-73.97197299999999
44.0,15.98305098094982,1,23,3,9,0,1,0,0,4,1,Premium,1,40.740087,-73.99933
16.1,4.6391185759783315,2,15,4,8,0,0,0,0,0,3,Standard,1,40.703234,-74.010879
7.5,1.2642923030318263,2,7,4,9,1,0,0,0,0,2,Budget,0,40.775787,-73.976262
14.9,5.290290462314878,1,10,0,12,1,0,0,0,0,2,Budget,1,40.745079,-73.98307700000001
4.5,0.7181281705897172,1,12,2,12,0,0,0,0,4,3,Standard,0,40.754232,-73.971975
35.47,9.941679212879313,1,18,1,12,1,0,0,0,2,1,Premium,1,40.761768,-73.979312
4.1,0.9048746445720527,1,7,1,4,1,0,0,0,0,2,Budget,0,40.756796,-73.98980999999999
29.3,15.446012437564486,1,1,2,5,0,1,0,0,3,1,Premium,1,40.750892,-74.001799
5.3,1.477600867242422,1,20,4,3,1,0,0,0,0,2,Budget,0,40.747257,-73.993312
7.0,1.5225923082926036,1,19,2,3,1,0,0,2,4,2,Budget,0,40.78817367553711,-73.94413757324219
9.5,2.1866536154100444,1,12,1,6,0,0,0,0,0,3,Standard,0,40.745336,-73.994469
6.5,0.808905088357786,5,14,0,9,0,0,0,0,0,3,Standard,0,40.738772,-73.977213
7.5,2.037898255807431,2,12,5,1,0,0,1,0,0,3,Standard,0,40.74288,-73.980995
27.7,12.30370112893981,1,15,2,9,0,0,0,4,1,1,Premium,1,40.644831,-73.782065
5.7,1.6264921505768197,1,19,6,4,1,0,1,0,0,2,Budget,0,40.752292,-73.979778
6.0,1.5024315434121551,1,18,0,6,1,0,0,0,0,2,Budget,0,40.758005,-73.971209
12.5,4.0896417008930275,1,19,5,6,1,0,1,0,2,2,Budget,1,40.758432,-73.98181
3.7,0.907930425658005,5,7,6,7,1,0,1,0,0,2,Budget,0,40.747887,-73.98108
7.5,2.24837788655902,1,16,3,3,1,0,0,4,2,2,Budget,0,40.76219940185547,-73.96575164794923
4.0,0.6830694312980461,4,8,1,3,1,0,0,0,0,2,Budget,0,40.75460052490234,-73.97752380371094
7.3,0.9656965124794563,1,13,4,2,0,0,0,0,0,3,Standard,0,40.750487,-73.994528
4.1,0.6540738328869563,1,21,5,1,0,0,1,0,0,3,Standard,0,40.719732,-73.994214
6.9,1.851244567234247,1,19,2,3,1,0,0,4,0,2,Budget,0,40.780212,-73.959243
3.3,0.489115326334674,1,18,2,6,1,0,0,0,0,2,Budget,0,40.729319,-73.99346
10.5,1.7410038637839016,1,18,1,9,1,0,0,4,0,2,Budget,0,40.772412,-73.962643
12.5,3.911482811599023,1,20,4,9,1,0,0,0,0,2,Budget,1,40.725237,-74.00364499999999
9.5,2.2482154021096865,4,17,5,8,1,0,1,4,3,2,Budget,0,40.82657,-73.94677
6.1,1.5233494124609315,1,17,2,5,1,0,0,0,0,2,Budget,0,40.739694,-74.002433
52.0,20.71412016441812,1,6,4,3,0,0,0,0,4,1,Premium,1,40.70486,-74.00936800000001
6.5,1.7867733460053963,1,7,4,11,1,0,0,0,0,2,Budget,0,40.750024,-73.99149399999999
14.0,4.584336534570045,1,18,6,10,1,0,1,0,4,2,Budget,1,40.745841,-73.988351
6.5,2.787658583893078,1,23,5,3,0,1,1,4,2,3,Standard,0,40.77739715576172,-73.95508575439453
20.5,3.9018500326886776,1,19,4,5,1,0,0,0,1,2,Budget,1,40.749975,-73.991763
6.5,1.6525413123970707,1,6,0,10,0,0,0,0,0,3,Standard,0,40.772452,-73.982342
9.0,1.9248815691216339,2,11,5,12,0,0,1,0,0,3,Standard,0,40.745678000000005,-73.97826500000001
7.7,1.6853722277847643,1,10,2,6,1,0,0,0,0,2,Budget,0,40.743368,-74.007232
8.5,2.9609070285899968,3,11,6,4,0,0,1,0,0,3,Standard,0,40.766005,-73.979692
7.3,1.1476140107375097,1,12,1,2,0,0,0,4,4,3,Standard,0,40.763943,-73.95491700000001
9.7,2.565891105238257,1,10,2,9,1,0,0,4,0,2,Budget,0,40.76163,-73.96852
5.5,1.359335580170742,1,0,3,10,0,1,0,0,0,3,Standard,0,40.73834,-73.985625
5.7,1.7516337663323363,1,2,1,8,0,1,0,0,0,3,Standard,0,40.740872,-73.9786
5.5,1.1808850189263222,1,16,4,1,1,0,0,0,0,2,Budget,0,40.742524,-73.980358
13.7,5.8941219503082385,2,21,1,10,0,0,0,0,0,3,Standard,1,40.734679,-73.990065
15.7,3.4273780249801677,1,15,2,7,0,0,0,0,0,3,Standard,1,40.751412,-73.990524
9.3,1.4691976374056748,1,11,1,9,0,0,0,0,0,3,Standard,0,40.730083,-74.00036999999999
6.1,1.0292303581719124,1,17,1,10,1,0,0,0,0,2,Budget,0,40.780779,-73.983859
5.7,1.6107426638345,1,14,3,3,0,0,0,0,0,3,Standard,0,40.764192,-73.984985
18.1,8.677115644954291,5,18,6,4,1,0,1,0,4,2,Budget,1,40.778133,-73.98254200000001
5.5,1.1753701728362598,1,10,3,1,1,0,0,4,4,2,Budget,0,40.800667,-73.96811
7.8,1.9743852213446393,1,4,3,1,0,1,0,0,0,3,Standard,0,40.745979,-73.986391
9.0,2.330343829145527,1,22,4,11,0,1,0,0,0,3,Standard,0,40.773403,-73.989195
8.9,3.446592351041093,1,21,1,10,0,0,0,0,4,3,Standard,0,40.756581,-73.9828
6.9,2.9553800161431636,1,7,6,8,1,0,1,4,4,2,Budget,0,40.830238,-73.94778000000001
8.5,3.8970162637449874,1,14,6,1,0,0,1,2,0,3,Standard,0,40.793715,-73.94534499999999
7.0,0.54724840793745,6,13,4,12,0,0,0,4,4,3,Standard,0,40.760542,-73.96745
11.5,3.6743122235136947,1,18,5,2,1,0,1,0,0,2,Budget,0,40.734667,-74.00569899999999
8.9,2.506047663744455,2,23,6,8,0,1,1,1,1,3,Standard,0,40.72144,-73.84444
42.33,9.738967849971386,1,17,3,12,1,0,0,2,0,1,Premium,1,40.773539,-73.87069699999999
8.9,1.4719405193461064,1,14,4,2,0,0,0,0,0,3,Standard,0,40.719336,-73.991085
7.0,1.1451979783787487,2,19,2,6,1,0,0,0,0,2,Budget,0,40.75009,-73.992052
7.0,1.4608771516734504,6,13,1,1,0,0,0,0,0,3,Standard,0,40.757732,-73.98942
62.3,23.842645945310114,1,15,4,11,0,0,0,4,3,1,Premium,1,40.641537,-73.788022
9.7,3.312219179793597,1,18,5,6,1,0,1,4,4,2,Budget,0,40.769527,-73.954627
4.5,1.1206255001573966,1,16,0,1,1,0,0,0,0,2,Budget,0,40.742148,-73.98289
6.5,1.8018918628097647,1,17,2,1,1,0,0,0,0,2,Budget,0,40.769073,-73.98853299999999
4.1,0.6584651637665351,5,9,1,8,1,0,0,0,4,2,Budget,0,40.766858,-73.97114499999999
8.0,1.7791429731592756,1,2,3,1,0,1,0,0,0,3,Standard,0,40.734497,-73.990902
18.9,7.244242508905849,3,15,4,7,0,0,0,4,0,3,Standard,1,40.764005,-73.96905699999999
14.5,3.4674122903548126,1,21,1,4,0,0,0,0,2,3,Standard,1,40.752767,-73.978215
37.0,11.302764055823783,1,22,4,11,0,1,0,0,2,1,Premium,1,40.745045000000005,-73.998524
4.1,1.235680559566826,1,17,0,1,1,0,0,0,4,2,Budget,0,40.764676,-73.970497
4.5,1.0367755981669597,1,21,6,11,0,0,1,0,0,3,Standard,0,40.73453,-74.00235500000001
4.9,1.5445263464465242,1,18,6,11,1,0,1,0,0,2,Budget,0,40.738785,-74.006316
8.5,2.734048775273213,1,22,3,10,0,1,0,4,0,3,Standard,0,40.768367,-73.95558
12.5,3.881784026537464,1,22,0,1,0,1,0,4,1,3,Standard,1,40.756025,-73.968177
8.3,0.9857190113758997,1,17,1,3,1,0,0,0,0,2,Budget,0,40.755195,-73.97109
6.5,1.5968308330373906,1,0,3,12,0,1,0,0,0,3,Standard,0,40.729829,-73.99154200000001
6.9,0.9342171258378409,3,8,0,11,1,0,0,0,0,2,Budget,0,40.749522,-73.992825
33.3,12.783113038553884,1,15,6,10,0,0,1,2,3,1,Premium,1,40.774,-73.8738
9.0,1.8208549372029004,1,15,2,4,0,0,0,0,4,3,Standard,0,40.754873,-73.988011
6.5,2.38810265582318,1,7,0,1,1,0,0,4,4,2,Budget,0,40.784867,-73.95384200000001
10.5,2.0599646677039547,1,12,0,12,0,0,0,0,4,3,Standard,0,40.78213,-73.97536
5.5,1.4293594523781696,1,16,1,12,1,0,0,4,4,2,Budget,0,40.769733,-73.960415
3.7,0.9108641024734235,1,9,4,1,1,0,0,0,0,2,Budget,0,40.733164,-74.006401
5.3,1.0460071998982172,1,22,1,10,0,1,0,0,0,3,Standard,0,40.756472,-73.98268
19.3,4.382431722139709,1,2,5,7,0,1,1,0,4,3,Standard,1,40.740146,-74.00751
6.5,1.6725860781968682,2,12,0,8,0,0,0,4,4,3,Standard,0,40.785627000000005,-73.95039
11.3,3.6549047998326136,6,13,3,3,0,0,0,0,0,3,Standard,0,40.731158,-73.982638
39.33,9.428636847383535,5,14,3,10,0,0,0,0,2,1,Premium,1,40.758392,-73.97292
29.87,9.348217534246087,1,17,0,6,1,0,0,2,0,1,Premium,1,40.769082,-73.862859
37.0,16.96320112230027,1,5,0,11,0,1,0,1,4,1,Premium,1,40.683211,-73.979038
13.5,4.137420801657462,1,1,4,2,0,1,0,0,1,3,Standard,1,40.729557,-73.989908
30.79,8.988745360400722,1,5,0,12,0,1,0,0,2,1,Premium,1,40.752003,-73.973563
5.3,0.990260113417076,4,22,0,9,0,1,0,0,0,3,Standard,0,40.720858,-74.00520999999999
11.3,4.200098020009467,1,7,4,3,1,0,0,0,0,2,Budget,0,40.744035,-73.98314
9.5,2.132921156389762,1,22,3,2,0,1,0,0,4,3,Standard,0,40.753433227539055,-73.9811019897461
6.9,1.6665797498925765,1,9,1,6,1,0,0,0,0,2,Budget,0,40.738166,-74.005332
39.0,13.175349050049194,1,0,3,3,0,1,0,0,3,1,Premium,1,40.76183700561523,-73.98603057861328
6.5,1.5060999897591607,2,14,6,3,0,0,1,0,0,3,Standard,0,40.786367,-73.972347
4.9,0.6604442423525955,2,14,4,7,0,0,0,0,0,3,Standard,0,40.739602000000005,-74.00255200000001
8.2,2.2538138409467594,1,3,6,3,0,1,1,0,0,3,Standard,0,40.745943,-73.977845
7.0,2.8258567168583064,1,20,0,10,1,0,0,4,4,2,Budget,0,40.759485,-73.968067
6.0,1.108745673164391,1,18,0,12,1,0,0,0,0,2,Budget,0,40.741733,-73.98924
14.9,6.0519048937586675,1,23,1,7,0,1,0,0,2,3,Standard,1,40.763097,-73.995813
10.1,3.743180558028185,2,10,3,1,1,0,0,0,0,2,Budget,0,40.761978000000006,-73.972288
11.0,1.812656952886171,1,18,1,7,1,0,0,0,0,2,Budget,0,40.764203,-73.995855
4.5,0.8596199813380516,5,20,4,3,1,0,0,0,0,2,Budget,0,40.753165,-73.98484300000001
10.5,3.839024818090639,1,8,0,4,1,0,0,0,0,2,Budget,0,40.728077,-73.990838
8.5,1.2045592877849256,1,9,1,8,1,0,0,0,0,2,Budget,0,40.754926,-73.992293
6.1,1.4543988235897727,3,0,4,2,0,1,0,0,0,3,Standard,0,40.72115,-73.99391
23.5,9.96457642320845,1,19,6,6,1,0,1,2,1,1,Premium,1,40.77414,-73.87292099999999
4.9,1.615829825331049,1,13,0,1,0,0,0,0,0,3,Standard,0,40.718665,-74.00882299999999
7.7,2.1423953990175066,1,8,0,7,1,0,0,0,0,2,Budget,0,40.783571,-73.980088
6.9,2.5021725065667453,1,21,1,9,0,0,0,0,4,3,Standard,0,40.759593,-73.970683
4.5,0.5137339112004061,1,13,5,3,0,0,1,0,4,3,Standard,0,40.764499,-73.972829
32.5,16.555268179379343,4,2,5,5,0,1,1,0,3,1,Premium,1,40.765988,-73.98321800000001
20.0,6.7869489214723036,1,1,6,2,0,1,1,0,0,3,Standard,1,40.701785,-74.012618
4.1,1.1335548395992983,2,21,4,8,0,0,0,0,0,3,Standard,0,40.75858,-73.97685200000001
7.3,2.8671034664867023,1,15,5,6,0,0,1,0,0,3,Standard,0,40.725645,-74.003914
8.9,1.4186059299817126,4,8,1,2,1,0,0,4,4,2,Budget,0,40.764767,-73.968473
6.1,1.0934020630943655,1,16,5,12,1,0,1,0,0,2,Budget,0,40.76216,-73.99360300000001
25.0,8.011632371229597,1,13,2,4,0,0,0,0,4,1,Premium,1,40.74352264404297,-73.98382568359375
9.5,2.3037190210666156,2,18,4,12,1,0,0,0,0,2,Budget,0,40.782335,-73.975162
6.1,1.7768275435930794,1,20,2,2,1,0,0,0,0,2,Budget,0,40.751346000000005,-74.00674000000001
4.5,1.0401940328578039,2,23,5,4,0,1,1,0,0,3,Standard,0,40.740693,-74.00495
7.0,2.08330862440997,1,15,5,1,0,0,1,0,0,3,Standard,0,40.7182502746582,-73.9948959350586
23.87,7.572944098288974,1,16,3,9,1,0,0,2,4,2,Budget,1,40.770663,-73.864511
5.5,0.3204728788028357,1,8,2,1,1,0,0,0,0,2,Budget,0,40.754507,-73.99193199999999
8.1,2.814679178806786,1,20,2,6,1,0,0,0,0,2,Budget,0,40.751721,-73.977801
8.5,2.582722024535412,1,7,2,3,1,0,0,0,0,2,Budget,0,40.779773,-73.984528
16.5,6.019406136849752,1,4,5,4,0,1,1,0,2,3,Standard,1,40.763987,-73.9921
3.7,0.8375539687028165,5,3,5,2,0,1,1,0,0,3,Standard,0,40.744905,-73.983035
4.5,1.0020280555152854,1,21,5,9,0,0,1,0,0,3,Standard,0,40.742214,-74.003914
7.7,2.2179322213263286,1,22,2,5,0,1,0,0,0,3,Standard,0,40.738732,-74.009825
19.0,6.538376019721538,1,22,0,2,0,1,0,0,4,3,Standard,1,40.73755645751953,-73.99268341064453
5.5,0.7722671555778073,1,8,1,10,1,0,0,0,0,2,Budget,0,40.781067,-73.983307
6.0,1.4992311680912118,1,9,1,11,1,0,0,0,0,2,Budget,0,40.751597,-73.987482
13.0,4.872741146431878,1,3,2,4,0,1,0,0,2,3,Standard,1,40.764087,-73.97735
10.1,3.953878117915325,2,17,6,9,1,0,1,0,0,2,Budget,0,40.7204,-73.9982
24.0,7.724972076530858,1,12,2,6,0,0,0,0,0,3,Standard,1,40.723368,-73.999785
10.9,3.237804803081567,1,10,3,4,1,0,0,0,4,2,Budget,0,40.750085,-74.002383
5.3,1.1799653070886738,1,22,2,1,0,1,0,0,0,3,Standard,0,40.71967,-73.987655
6.0,0.7777953584343481,1,6,2,5,0,0,0,0,0,3,Standard,0,40.760562,-74.002685
7.3,3.178842485642647,1,6,2,1,0,0,0,0,0,3,Standard,0,40.785857,-73.980047
13.0,1.8168244110180691,3,13,4,1,0,0,0,0,0,3,Standard,1,40.739244,-73.987301
33.45,9.48256024507322,1,13,0,3,0,0,0,2,0,1,Premium,1,40.77394,-73.874443
5.3,0.9638427045946539,1,18,6,10,1,0,1,0,0,2,Budget,0,40.74829,-73.988198
6.9,1.6848322152962605,1,15,3,10,0,0,0,0,0,3,Standard,0,40.752223,-73.98921700000001
8.0,1.2127373910131756,2,8,1,4,1,0,0,0,0,2,Budget,0,40.75680541992188,-73.99004364013672
12.0,2.914295416499634,2,21,3,1,0,0,0,0,2,3,Standard,0,40.7558708190918,-73.97051239013672
52.0,20.429344864334883,2,13,0,2,0,0,0,4,0,1,Premium,1,40.645105,-73.78089399999999
2.9,0.422226228202864,1,18,4,4,1,0,0,4,4,2,Budget,0,40.763989,-73.964781
11.3,5.060768325286843,1,7,2,1,1,0,0,0,0,2,Budget,0,40.74727,-73.974064
30.9,10.894416588619483,2,2,5,2,0,1,1,4,3,1,Premium,1,40.787973,-73.95348299999999
4.5,0.9702182168467341,1,12,1,11,0,0,0,0,0,3,Standard,0,40.740796,-73.986012
10.5,4.0849309863796766,1,21,3,6,0,0,0,0,4,3,Standard,0,40.736993,-73.988437
4.1,0.6012967447297368,5,6,2,11,0,0,0,0,0,3,Standard,0,40.762255,-73.98594
9.3,2.3931600110536566,1,9,3,9,1,0,0,4,0,2,Budget,0,40.765156,-73.969978
14.5,5.1403506208385865,1,19,3,2,1,0,0,4,0,2,Budget,1,40.77642,-73.95768000000001
7.7,2.146735363125854,5,18,2,2,1,0,0,0,0,2,Budget,0,40.760165,-73.991222
4.5,0.8977967638163711,1,11,6,8,0,0,1,4,4,3,Standard,0,40.77284,-73.953787
6.1,0.6859431775431608,1,8,1,12,1,0,0,0,0,2,Budget,0,40.759156,-73.970404
50.0,23.204678616369545,1,3,6,3,0,1,1,0,2,1,Premium,1,40.721467,-73.98836
8.1,3.9964912907363725,1,16,1,7,1,0,0,4,2,2,Budget,0,40.768523,-73.967826
3.7,0.8037405740365431,1,9,3,4,1,0,0,0,0,2,Budget,0,40.751491,-73.98694
5.3,0.41939607348668,6,22,5,11,0,1,1,0,0,3,Standard,0,40.737573,-73.99350799999999
9.0,1.8623458634065637,1,9,5,3,1,0,1,0,0,2,Budget,0,40.749604,-73.974584
49.8,21.575021461965427,1,12,3,11,0,0,0,4,4,1,Premium,1,40.787077,-73.95099
7.7,2.268326520877014,1,22,1,7,0,1,0,0,0,3,Standard,0,40.765462,-73.976242
4.1,0.9867902866680138,1,9,1,8,1,0,0,0,0,2,Budget,0,40.727437,-74.007205
6.5,1.326955624978854,2,22,5,4,0,1,1,0,0,3,Standard,0,40.743457,-73.993185
5.0,0.5451011451782103,1,19,5,11,1,0,1,0,0,2,Budget,0,40.76847,-73.982488
17.5,6.363554444717197,1,17,2,7,1,0,0,0,2,2,Budget,1,40.73325,-73.981272
30.5,8.45600237638295,1,20,3,11,1,0,0,0,1,1,Premium,1,40.748886,-73.976096
8.0,1.9757904081961328,6,17,4,4,1,0,0,4,0,2,Budget,0,40.766852,-73.964833
10.5,18.97710772218667,1,7,0,2,1,0,0,1,4,1,Premium,0,40.673802,-73.98572
68.3,17.441135595808323,1,14,3,5,0,0,0,0,4,1,Premium,1,40.73983,-73.986223
17.5,5.541069594745545,1,1,5,5,0,1,1,0,0,3,Standard,1,40.71967,-73.989527
30.1,13.38170161889802,1,16,1,8,1,0,0,2,0,1,Premium,1,40.770801,-73.865925
12.5,4.080184410361352,1,23,2,9,0,1,0,0,0,3,Standard,1,40.778714,-73.988122
9.5,1.0446843811729805,1,9,0,6,1,0,0,0,0,2,Budget,0,40.748144,-73.98066
5.0,0.5149121836551186,1,11,2,11,0,0,0,4,4,3,Standard,0,40.758647,-73.967945
40.8,9.579810115139361,1,18,6,12,1,0,1,2,0,1,Premium,1,40.77357,-73.875864
10.5,1.5326290002645706,2,23,2,3,0,1,0,0,0,3,Standard,0,40.743852,-73.987892
3.3,0.6772458882074479,1,6,2,4,0,0,0,0,0,3,Standard,0,40.757697,-73.972301
49.57,20.59902047586735,1,8,5,3,1,0,1,4,0,1,Premium,1,40.644938,-73.781145
8.0,1.3361653134500633,1,10,1,11,1,0,0,0,0,2,Budget,0,40.757681,-73.975334
10.5,3.783372257547602,1,10,5,2,1,0,1,0,0,2,Budget,0,40.777133,-73.982098
12.0,3.8695257544074075,1,23,3,12,0,1,0,0,1,3,Standard,0,40.734158,-73.983825
3.3,0.7469893801448254,1,17,2,12,1,0,0,4,4,2,Budget,0,40.77612,-73.953136
5.5,1.4518249981270757,1,7,3,1,1,0,0,0,0,2,Budget,0,40.768942,-73.988292
4.0,0.7409696904748021,1,23,3,2,0,1,0,0,0,3,Standard,0,40.77477264404297,-73.98219299316406
10.0,3.370449905911176,1,14,4,7,0,0,0,0,0,3,Standard,0,40.764504,-73.973754
7.7,2.9593885992878346,2,9,6,7,1,0,1,0,4,2,Budget,0,40.749717,-73.98826
4.0,0.5607114377755459,4,13,2,1,0,0,0,0,0,3,Standard,0,40.76472,-73.980678
12.0,2.284551473842431,1,15,4,12,0,0,0,4,0,3,Standard,0,40.75065,-73.96845
5.3,1.2880818360453918,1,22,3,2,0,1,0,0,0,3,Standard,0,40.734308,-73.983197
7.5,1.2492353450224067,1,15,3,9,0,0,0,0,0,3,Standard,0,40.734237,-73.995487
6.9,1.7470501205541746,1,12,3,2,0,0,0,0,0,3,Standard,0,40.798654,-73.97102
13.3,5.546381961101262,1,14,5,3,0,0,1,0,0,3,Standard,1,40.794503000000006,-73.972125
7.3,1.7113999103171031,1,19,3,10,1,0,0,0,0,2,Budget,0,40.75081,-73.994399
37.3,14.007809058544286,2,19,0,4,1,0,0,2,0,1,Premium,1,40.769877,-73.863912
5.7,1.3807370713199256,4,20,2,12,1,0,0,0,0,2,Budget,0,40.758416,-73.98839
6.9,1.5355005442581537,1,8,2,3,1,0,0,0,0,2,Budget,0,40.754204,-73.977791
11.7,4.769486062644501,1,11,6,12,0,0,1,0,0,3,Standard,0,40.71598,-74.001767
6.9,2.034107519322295,1,7,2,2,1,0,0,4,4,2,Budget,0,40.768873,-73.963237
6.1,0.9299629804364368,1,10,3,1,1,0,0,0,0,2,Budget,0,40.765461,-73.983623
4.0,0.7528712302242021,5,13,1,11,0,0,0,0,4,3,Standard,0,40.788162,-73.974688
5.3,1.3473999946472068,1,21,1,8,0,0,0,0,4,3,Standard,0,40.764175,-73.97934000000001
5.3,2.2549629771502744,1,19,3,8,1,0,0,2,4,2,Budget,0,40.751442,-73.939842
9.3,0.9025267925417212,1,16,1,6,1,0,0,0,0,2,Budget,0,40.758608,-73.97284499999999
3.5,0.451797676199506,1,16,1,10,1,0,0,0,0,2,Budget,0,40.745322,-74.002214
11.5,2.5009036258053694,1,23,4,11,0,1,0,0,0,3,Standard,0,40.733657,-74.00255200000001
6.5,1.2503138767553565,1,11,6,6,0,0,1,0,0,3,Standard,0,40.75445,-73.98723199999999
7.9,1.9977026331466132,2,20,3,2,1,0,0,0,0,2,Budget,0,40.750649,-73.99445
3.7,0.6325948765673487,5,21,1,3,0,0,0,0,0,3,Standard,0,40.732007,-73.984218
7.3,1.4848743676999707,1,17,3,10,1,0,0,0,0,2,Budget,0,40.720565,-73.99685500000001
22.0,4.72935140625189,1,15,2,3,0,0,0,0,0,3,Standard,1,40.747952000000005,-73.993325
6.5,2.827746572301002,1,23,3,2,0,1,0,0,0,3,Standard,0,40.7214,-73.989154
7.0,0.9001614314203353,2,21,4,5,0,0,0,0,0,3,Standard,0,40.731355,-73.990464
5.0,2.700489677600962,2,12,1,12,0,0,0,0,0,3,Standard,0,40.763741,-73.97362199999999
15.0,1.9672382707479348,1,17,3,9,1,0,0,0,0,2,Budget,1,40.77729,-73.97821
16.5,5.97757018915263,2,2,4,1,0,1,0,0,2,3,Standard,1,40.74346923828125,-73.9798583984375
13.0,3.6321922374372217,1,11,3,11,0,0,0,4,0,3,Standard,1,40.76288,-73.969587
4.0,0.6678733213302355,1,15,3,5,0,0,0,2,2,3,Standard,0,40.76473617553711,-73.93222045898438
6.0,1.1788463688580924,1,10,2,4,1,0,0,2,4,2,Budget,0,40.792542,-73.941085
11.0,3.116155988723807,1,8,4,4,1,0,0,0,0,2,Budget,0,40.7258186340332,-74.00762939453125
10.5,1.0956187382303413,6,19,4,5,1,0,0,0,0,2,Budget,0,40.76421737670898,-73.97390747070312
10.5,3.9708958309442335,5,11,4,6,0,0,0,0,4,3,Standard,0,40.735433,-73.990032
5.5,1.1430841026503127,2,18,5,1,1,0,1,0,0,2,Budget,0,40.71035003662109,-74.0132827758789
5.5,1.5077650589998404,2,17,0,2,1,0,0,0,0,2,Budget,0,40.761962890625,-73.98250579833984
52.0,20.78840482127662,1,19,0,11,1,0,0,4,0,1,Premium,1,40.647090000000006,-73.789379
7.0,1.3209668499053575,1,23,5,9,0,1,1,0,0,3,Standard,0,40.733742,-74.00236600000001
19.0,6.450004323866935,1,7,2,2,1,0,0,1,0,2,Budget,1,40.686790466308594,-73.99044799804686
24.0,8.14366005890198,1,0,3,11,0,1,0,0,1,1,Premium,1,40.752568,-73.99305
9.7,2.4102707608361738,1,8,2,12,1,0,0,0,4,2,Budget,0,40.745788,-73.990697
10.5,4.233428596848793,1,20,4,4,1,0,0,0,4,2,Budget,0,40.738365,-73.98790799999999
6.1,1.0477724724963726,4,20,1,3,1,0,0,0,0,2,Budget,0,40.757605,-73.973162
12.1,4.095698174372937,1,18,4,10,1,0,0,0,0,2,Budget,0,40.724775,-73.992315
4.0,0.7357724401605494,1,0,3,6,0,1,0,0,0,3,Standard,0,40.727516174316406,-73.99390411376955
32.33,7.568525853879524,1,22,5,12,0,1,1,2,4,1,Premium,1,40.773802,-73.87096
5.3,0.9615507229194405,4,20,4,3,1,0,0,0,0,2,Budget,0,40.775865,-73.97629
3.7,0.8884071270362511,1,6,3,3,0,0,0,4,0,3,Standard,0,40.761515,-73.968886
12.5,2.632613771924872,1,9,1,5,1,0,0,0,4,2,Budget,1,40.760243,-73.983032
3.3,0.5422095591580297,1,0,5,2,0,1,1,4,4,3,Standard,0,40.807285,-73.96464300000001
4.1,0.8198918042120201,1,15,5,3,0,0,1,4,0,3,Standard,0,40.794722,-73.966495
25.5,5.026817932207121,5,11,2,12,0,0,0,0,0,3,Standard,1,40.758775,-73.975375
6.9,3.456045161621784,5,13,6,8,0,0,1,4,0,3,Standard,0,40.766795,-73.959438
8.0,2.039865880926008,1,18,4,8,1,0,0,0,0,2,Budget,0,40.749785,-73.99143199999999
31.33,9.61946225106125,2,17,5,6,1,0,1,2,0,1,Premium,1,40.773972,-73.873547
11.7,3.172668677630776,1,22,4,4,0,1,0,0,0,3,Standard,0,40.756162,-73.984717
6.5,1.4321248789572087,1,22,3,2,0,1,0,0,0,3,Standard,0,40.723382,-73.99576
15.0,4.867309589579981,6,22,1,5,0,1,0,0,0,3,Standard,1,40.74557113647461,-73.97825622558595
11.5,2.430612220591306,1,11,1,4,0,0,0,0,0,3,Standard,0,40.761596,-73.970905
6.1,1.2479021835655861,2,12,6,8,0,0,1,0,0,3,Standard,0,40.760251,-73.98463000000001
8.1,2.221912912647761,1,21,0,8,0,0,0,0,0,3,Standard,0,40.742922,-74.003957
6.0,1.422321861581018,1,17,0,10,1,0,0,0,0,2,Budget,0,40.755962,-73.98530699999999
9.5,1.3206191379732444,2,11,3,2,0,0,0,0,0,3,Standard,0,40.752035,-73.97708
4.9,1.0484045695762865,2,16,2,12,1,0,0,4,0,2,Budget,0,40.774308000000005,-73.96559
10.0,4.940870271535092,1,2,6,1,0,1,1,0,2,3,Standard,0,40.7392807006836,-73.976806640625
5.3,1.289967133263162,1,16,1,11,1,0,0,4,4,2,Budget,0,40.773942,-73.961897
15.7,5.897416020622203,5,0,6,6,0,1,1,0,2,3,Standard,1,40.751407,-73.97585699999999
24.0,8.799030541164216,2,19,4,7,1,0,0,0,4,1,Premium,1,40.744937,-73.99126
9.7,3.6424335510113153,1,17,3,3,1,0,0,0,4,2,Budget,0,40.746467,-73.990179
16.5,5.443954612879458,1,20,0,9,1,0,0,0,2,2,Budget,1,40.764712,-73.976147
13.3,2.538166097987432,2,13,3,10,0,0,0,4,0,3,Standard,1,40.761415,-73.96063199999999
13.7,3.2510844361059483,2,17,6,10,1,0,1,0,0,2,Budget,1,40.774781,-73.98208100000001
10.5,1.5202505695590125,4,17,4,11,1,0,0,0,0,2,Budget,0,40.75398,-73.985794
7.3,1.2734838277207186,1,9,2,5,1,0,0,0,0,2,Budget,0,40.714743,-74.016123
5.0,0.6779089614230018,2,2,6,1,0,1,1,0,0,3,Standard,0,40.729561,-73.987029
17.0,4.398565837096007,2,19,1,4,1,0,0,0,4,2,Budget,1,40.755027770996094,-73.98912048339844
